Current epoch = 1
IN | IN = -3.3668
VBZ | DT = -4.72284
NNPS | DT = -6.05395
PRP | DT = -5.41942
PRP$ | DT = -5.62497
VB | DT = -10.4815
JJ | DT = -2.76737
MD | DT = -4.5393
VBG | DT = -4.04326
RBR | DT = -4.6629
: | DT = -5.00919
WP | DT = -6.20752
WDT | DT = -7.0842
JJR | DT = -3.86918
PDT | DT = -6.6928
RBS | DT = -6.31077
WRB | DT = -5.16921
JJS | DT = -4.8689
$ | DT = -4.75962
RP | DT = -5.48041
FW | DT = -7.57715
EX | DT = -7.98867
SYM | DT = -8.44916
# | DT = -8.10964
LS | DT = -8.41585
UH | DT = -8.15609
WP$ | DT = -7.20393
IN | NNP = -3.14124
DT | NNP = -2.41778
NNP | NNP = -0.80301
CD | NNP = -3.82521
NN | NNP = -2.746
`` | NNP = -5.42771
'' | NNP = -5.60004
POS | NNP = -3.12195
( | NNP = -5.64462
VBN | NNP = -6.8106
NNS | NNP = -7.04886
VBP | NNP = -6.57506
, | NNP = -1.78052
CC | NNP = -3.12553
) | NNP = -5.66711
VBD | NNP = -4.78496
RB | NNP = -5.91108
TO | NNP = -7.20756
. | NNP = -5.16055
VBZ | NNP = -4.87572
NNPS | NNP = -5.43184
PRP | NNP = -8.63288
PRP$ | NNP = -6.91481
VB | NNP = -21.9646
JJ | NNP = -3.96427
MD | NNP = -6.30569
VBG | NNP = -6.20819
RBR | NNP = -10.9106
: | NNP = -5.86118
WP | NNP = -10.9259
WDT | NNP = -8.26341
JJR | NNP = -7.95895
PDT | NNP = -9.0874
RBS | NNP = -12.5845
WRB | NNP = -13.8545
JJS | NNP = -8.0604
$ | NNP = -7.08523
RP | NNP = -16.98
FW | NNP = -8.15999
EX | NNP = -11.3729
SYM | NNP = -12.1618
# | NNP = -11.5455
LS | NNP = -12.6264
UH | NNP = -11.9525
WP$ | NNP = -9.74433
IN | CD = -1.05218
DT | CD = -2.93541
NNP | CD = -4.76505
CD | CD = -1.38349
NN | CD = -3.49088
`` | CD = -5.99428
'' | CD = -6.23521
POS | CD = -6.60777
( | CD = -5.2963
VBN | CD = -5.08138
NNS | CD = -4.2811
VBP | CD = -6.62213
, | CD = -3.19461
CC | CD = -3.02478
) | CD = -5.33725
VBD | CD = -5.25229
RB | CD = -3.74161
TO | CD = -3.52746
. | CD = -7.60311
VBZ | CD = -6.68012
NNPS | CD = -7.26251
PRP | CD = -8.23675
PRP$ | CD = -4.99915
VB | CD = -17.7632
JJ | CD = -2.94674
MD | CD = -6.25852
VBG | CD = -5.06501
RBR | CD = -4.69686
: | CD = -5.59985
WP | CD = -9.20561
WDT | CD = -9.78678
JJR | CD = -3.82106
PDT | CD = -6.70454
RBS | CD = -6.63419
WRB | CD = -8.28078
JJS | CD = -4.70591
$ | CD = -5.27903
RP | CD = -9.20498
FW | CD = -8.2208
EX | CD = -10.9356
SYM | CD = -9.80701
# | CD = -9.68219
LS | CD = -10.1518
UH | CD = -9.72454
WP$ | CD = -7.70357
IN | NN = -1.9458
DT | NN = -1.15569
NNP | NN = -2.91746
CD | NN = -3.99264
NN | NN = -2.35912
`` | NN = -5.30752
'' | NN = -5.52358
POS | NN = -4.27199
( | NN = -7.4278
VBN | NN = -3.97751
NNS | NN = -5.32896
VBP | NN = -5.46474
, | NN = -3.59779
CC | NN = -3.70658
) | NN = -7.54253
VBD | NN = -4.90377
RB | NN = -4.71763
TO | NN = -3.9984
. | NN = -6.64737
VBZ | NN = -4.70414
NNPS | NN = -6.84857
PRP | NN = -7.44721
PRP$ | NN = -3.3809
VB | NN = -15.5257
JJ | NN = -1.87456
MD | NN = -5.50039
VBG | NN = -4.42825
RBR | NN = -6.79465
: | NN = -5.56109
WP | NN = -8.63955
WDT | NN = -8.40864
JJR | NN = -5.29591
PDT | NN = -6.63634
RBS | NN = -8.47158
WRB | NN = -8.21705
JJS | NN = -5.61183
$ | NN = -5.51188
RP | NN = -8.64561
FW | NN = -8.11998
EX | NN = -9.64721
SYM | NN = -9.81564
# | NN = -9.42486
LS | NN = -9.94396
UH | NN = -9.77934
WP$ | NN = -7.42579
IN | `` = -3.63829
DT | `` = -3.5534
NNP | `` = -3.92116
CD | `` = -3.72916
NN | `` = -3.70404
`` | `` = -3.90431
'' | `` = -3.91993
POS | `` = -3.8129
( | `` = -4.07316
VBN | `` = -3.55839
NNS | `` = -3.75363
VBP | `` = -3.70837
, | `` = -3.87795
CC | `` = -3.82264
) | `` = -4.08734
VBD | `` = -3.87207
RB | `` = -3.82517
TO | `` = -3.72766
. | `` = -4.02719
VBZ | `` = -3.85441
NNPS | `` = -4.03895
PRP | `` = -3.97395
PRP$ | `` = -3.34917
VB | `` = -4.50729
JJ | `` = -3.42181
MD | `` = -3.83431
VBG | `` = -3.66133
RBR | `` = -3.86399
: | `` = -3.87095
WP | `` = -4.02149
WDT | `` = -4.08798
JJR | `` = -3.67136
PDT | `` = -3.76486
RBS | `` = -3.91859
WRB | `` = -3.8928
JJS | `` = -3.68503
$ | `` = -3.91191
RP | `` = -3.84096
FW | `` = -4.03464
EX | `` = -4.06656
SYM | `` = -4.04261
# | `` = -4.05984
LS | `` = -4.0298
UH | `` = -4.05617
WP$ | `` = -3.81982
IN | '' = -3.14532
DT | '' = -3.55032
NNP | '' = -2.49935
CD | '' = -3.972
NN | '' = -2.61859
`` | '' = -3.51891
'' | '' = -3.63665
POS | '' = -4.47646
( | '' = -4.351
VBN | '' = -3.79679
NNS | '' = -3.33427
VBP | '' = -3.82825
, | '' = -2.91347
CC | '' = -3.24777
) | '' = -4.36151
VBD | '' = -3.52753
RB | '' = -3.36125
TO | '' = -3.73028
. | '' = -3.27275
VBZ | '' = -3.35796
NNPS | '' = -3.78041
PRP | '' = -3.5911
PRP$ | '' = -5.15656
VB | '' = -4.46974
JJ | '' = -3.66323
MD | '' = -3.64641
VBG | '' = -3.55938
RBR | '' = -4.8359
: | '' = -3.85496
WP | '' = -4.27813
WDT | '' = -3.73546
JJR | '' = -4.60264
PDT | '' = -5.18733
RBS | '' = -5.61238
WRB | '' = -4.85429
JJS | '' = -4.69596
$ | '' = -3.8461
RP | '' = -5.20348
FW | '' = -4.76647
EX | '' = -4.58427
SYM | '' = -5.51518
# | '' = -5.08604
LS | '' = -5.46795
UH | '' = -5.32469
WP$ | '' = -5.38868
IN | POS = -3.39133
DT | POS = -3.61416
NNP | POS = -3.63983
CD | POS = -3.71565
NN | POS = -3.46124
`` | POS = -3.72909
'' | POS = -3.75616
POS | POS = -4.16162
( | POS = -4.01837
VBN | POS = -3.64848
NNS | POS = -3.58454
VBP | POS = -3.87057
, | POS = -3.55242
CC | POS = -3.55136
) | POS = -4.02025
VBD | POS = -3.85334
RB | POS = -3.50618
TO | POS = -3.54018
. | POS = -3.8087
VBZ | POS = -3.84096
NNPS | POS = -4.01537
PRP | POS = -3.77846
PRP$ | POS = -3.97918
VB | POS = -4.14713
JJ | POS = -3.59018
MD | POS = -3.84013
VBG | POS = -3.66208
RBR | POS = -3.81585
: | POS = -3.79763
WP | POS = -3.93557
WDT | POS = -3.95749
JJR | POS = -3.82096
PDT | POS = -4.10088
RBS | POS = -4.0298
WRB | POS = -3.87757
JJS | POS = -3.89307
$ | POS = -3.80161
RP | POS = -3.89195
FW | POS = -4.18395
EX | POS = -4.08291
SYM | POS = -4.30203
# | POS = -4.23626
LS | POS = -4.27908
UH | POS = -4.25395
WP$ | POS = -4.20631
IN | ( = -3.5176
DT | ( = -3.75702
NNP | ( = -3.72777
CD | ( = -3.26941
NN | ( = -3.72673
`` | ( = -3.7246
'' | ( = -3.74278
POS | ( = -3.88244
( | ( = -3.35951
VBN | ( = -4.02576
NNS | ( = -3.76966
VBP | ( = -4.03744
, | ( = -3.37821
CC | ( = -3.3905
) | ( = -3.34705
VBD | ( = -3.91948
RB | ( = -3.51415
TO | ( = -3.82469
. | ( = -3.79971
VBZ | ( = -4.07133
NNPS | ( = -3.81383
PRP | ( = -3.99493
PRP$ | ( = -4.02449
VB | ( = -5.09399
JJ | ( = -3.82081
MD | ( = -3.98974
VBG | ( = -3.86356
RBR | ( = -3.81495
: | ( = -3.69883
WP | ( = -4.13402
WDT | ( = -3.98711
JJR | ( = -3.7625
PDT | ( = -3.95104
RBS | ( = -3.86201
WRB | ( = -4.35675
JJS | ( = -3.79372
$ | ( = -3.87185
RP | ( = -4.68725
FW | ( = -3.86474
EX | ( = -4.14707
SYM | ( = -4.12164
# | ( = -4.15376
LS | ( = -4.17196
UH | ( = -4.09886
WP$ | ( = -4.04145
IN | VBN = -0.860829
DT | VBN = -4.84994
NNP | VBN = -4.24168
CD | VBN = -6.04329
NN | VBN = -2.2579
`` | VBN = -5.23571
'' | VBN = -5.21334
POS | VBN = -11.3208
( | VBN = -9.0418
VBN | VBN = -3.46515
NNS | VBN = -2.93165
VBP | VBN = -6.5977
, | VBN = -3.22094
CC | VBN = -3.74606
) | VBN = -9.13685
VBD | VBN = -5.58048
RB | VBN = -2.65658
TO | VBN = -2.0823
. | VBN = -4.81141
VBZ | VBN = -5.89181
NNPS | VBN = -8.47221
PRP | VBN = -4.90649
PRP$ | VBN = -9.50248
VB | VBN = -7.28364
JJ | VBN = -4.00015
MD | VBN = -5.74819
VBG | VBN = -4.46607
RBR | VBN = -5.56794
: | VBN = -6.22553
WP | VBN = -6.27948
WDT | VBN = -7.52114
JJR | VBN = -6.01969
PDT | VBN = -10.0901
RBS | VBN = -8.14782
WRB | VBN = -4.67556
JJS | VBN = -7.35765
$ | VBN = -5.82126
RP | VBN = -4.37988
FW | VBN = -10.8713
EX | VBN = -8.72819
SYM | VBN = -11.6384
# | VBN = -10.7606
LS | VBN = -11.1673
UH | VBN = -10.9033
WP$ | VBN = -10.973
IN | NNS = -1.98397
DT | NNS = -1.95182
NNP | NNS = -3.19592
CD | NNS = -2.91101
NN | NNS = -2.06544
`` | NNS = -5.49223
'' | NNS = -5.94927
POS | NNS = -5.2703
( | NNS = -6.89388
VBN | NNS = -3.78681
NNS | NNS = -3.95607
VBP | NNS = -4.58011
, | NNS = -3.31638
CC | NNS = -3.39707
) | NNS = -6.96434
VBD | NNS = -4.88482
RB | NNS = -4.41861
TO | NNS = -4.6635
. | NNS = -6.59713
VBZ | NNS = -4.94427
NNPS | NNS = -6.47942
PRP | NNS = -7.13746
PRP$ | NNS = -3.32683
VB | NNS = -16.2265
JJ | NNS = -1.45118
MD | NNS = -5.26324
VBG | NNS = -3.72615
RBR | NNS = -7.40684
: | NNS = -5.43141
WP | NNS = -8.97052
WDT | NNS = -8.13144
JJR | NNS = -4.9211
PDT | NNS = -6.84098
RBS | NNS = -9.42703
WRB | NNS = -9.47061
JJS | NNS = -5.20573
$ | NNS = -5.8
RP | NNS = -10.424
FW | NNS = -8.22138
EX | NNS = -9.914
SYM | NNS = -10.3511
# | NNS = -9.82353
LS | NNS = -10.4768
UH | NNS = -10.2393
WP$ | NNS = -7.81399
IN | VBP = -2.51953
DT | VBP = -6.3366
NNP | VBP = -4.39491
CD | VBP = -5.35144
NN | VBP = -2.87672
`` | VBP = -4.20682
'' | VBP = -4.1168
POS | VBP = -9.9101
( | VBP = -6.31492
VBN | VBP = -2.78495
NNS | VBP = -1.7957
VBP | VBP = -4.18163
, | VBP = -2.58744
CC | VBP = -3.38324
) | VBP = -6.30536
VBD | VBP = -5.06015
RB | VBP = -2.54412
TO | VBP = -3.80921
. | VBP = -2.10592
VBZ | VBP = -5.20806
NNPS | VBP = -5.91616
PRP | VBP = -2.62709
PRP$ | VBP = -8.13755
VB | VBP = -4.29273
JJ | VBP = -3.90554
MD | VBP = -4.57194
VBG | VBP = -3.34895
RBR | VBP = -6.41295
: | VBP = -4.84081
WP | VBP = -4.21639
WDT | VBP = -4.0625
JJR | VBP = -5.38969
PDT | VBP = -8.37322
RBS | VBP = -7.4974
WRB | VBP = -4.93571
JJS | VBP = -6.14963
$ | VBP = -6.22942
RP | VBP = -5.7829
FW | VBP = -8.03496
EX | VBP = -5.18711
SYM | VBP = -8.80509
# | VBP = -8.31906
LS | VBP = -8.25348
UH | VBP = -8.07909
WP$ | VBP = -8.8105
IN | , = -3.93831
DT | , = -3.82861
NNP | , = -3.72253
CD | , = -3.69155
NN | , = -3.84646
`` | , = -3.78654
'' | , = -3.8188
POS | , = -3.67112
( | , = -3.59073
VBN | , = -4.09582
NNS | , = -3.94766
VBP | , = -3.94041
, | , = -3.74408
CC | , = -3.73291
) | , = -3.58046
VBD | , = -3.88929
RB | , = -3.82057
TO | , = -3.99576
. | , = -3.87408
VBZ | , = -3.87746
NNPS | , = -3.70773
PRP | , = -3.91411
PRP$ | , = -3.94318
VB | , = -4.06455
JJ | , = -3.98745
MD | , = -3.90756
VBG | , = -3.92381
RBR | , = -3.90765
: | , = -3.78174
WP | , = -3.95493
WDT | , = -3.78329
JJR | , = -3.94026
PDT | , = -3.82472
RBS | , = -3.89497
WRB | , = -4.15571
JJS | , = -3.88152
$ | , = -3.80545
RP | , = -4.28165
FW | , = -3.68994
EX | , = -3.86428
SYM | , = -3.80609
# | , = -3.79959
LS | , = -3.84404
UH | , = -3.81638
WP$ | , = -3.84087
IN | CC = -3.49074
DT | CC = -4.85427
NNP | CC = -2.17817
CD | CC = -5.43369
NN | CC = -1.44956
`` | CC = -5.99185
'' | CC = -6.76695
POS | CC = -8.12621
( | CC = -8.62171
VBN | CC = -4.02701
NNS | CC = -1.67849
VBP | CC = -3.30618
, | CC = -5.07528
CC | CC = -5.5729
) | CC = -8.70853
VBD | CC = -2.62957
RB | CC = -5.26752
TO | CC = -4.38823
. | CC = -5.95612
VBZ | CC = -2.66214
NNPS | CC = -5.00097
PRP | CC = -4.80564
PRP$ | CC = -7.51377
VB | CC = -3.28632
JJ | CC = -3.70127
MD | CC = -3.18373
VBG | CC = -3.46871
RBR | CC = -6.9054
: | CC = -6.19434
WP | CC = -6.46683
WDT | CC = -6.08589
JJR | CC = -5.82764
PDT | CC = -8.22699
RBS | CC = -10.6652
WRB | CC = -6.3809
JJS | CC = -6.38445
$ | CC = -3.79879
RP | CC = -5.4352
FW | CC = -8.26161
EX | CC = -8.49319
SYM | CC = -9.47861
# | CC = -7.61353
LS | CC = -9.3726
UH | CC = -9.12464
WP$ | CC = -8.78368
IN | ) = -4.27107
DT | ) = -4.32429
NNP | ) = -3.97628
CD | ) = -4.22107
NN | ) = -3.94032
`` | ) = -3.81035
'' | ) = -3.84613
POS | ) = -4.29051
( | ) = -3.91565
VBN | ) = -4.05803
NNS | ) = -3.81075
VBP | ) = -3.90405
, | ) = -3.99685
CC | ) = -3.99801
) | ) = -3.9108
VBD | ) = -4.08716
RB | ) = -3.81667
TO | ) = -4.08908
. | ) = -3.69881
VBZ | ) = -3.9424
NNPS | ) = -3.8246
PRP | ) = -3.5508
PRP$ | ) = -4.378
VB | ) = -2.58773
JJ | ) = -4.26825
MD | ) = -3.91569
VBG | ) = -3.88581
RBR | ) = -4.03183
: | ) = -3.90375
WP | ) = -3.60899
WDT | ) = -3.44042
JJR | ) = -4.20088
PDT | ) = -4.09092
RBS | ) = -3.99686
WRB | ) = -3.83708
JJS | ) = -4.1212
$ | ) = -3.95482
RP | ) = -3.81756
FW | ) = -3.85505
EX | ) = -3.47056
SYM | ) = -3.80382
# | ) = -3.73689
LS | ) = -3.74714
UH | ) = -3.75889
WP$ | ) = -4.07791
IN | VBD = -2.11896
DT | VBD = -5.50853
NNP | VBD = -2.41004
CD | VBD = -6.26324
NN | VBD = -2.16226
`` | VBD = -4.14033
'' | VBD = -3.97769
POS | VBD = -8.96773
( | VBD = -7.02119
VBN | VBD = -3.49832
NNS | VBD = -2.75791
VBP | VBD = -4.94028
, | VBD = -2.23129
CC | VBD = -3.55181
) | VBD = -7.06958
VBD | VBD = -3.96293
RB | VBD = -3.12034
TO | VBD = -3.44567
. | VBD = -1.92459
VBZ | VBD = -4.04827
NNPS | VBD = -5.62056
PRP | VBD = -3.20459
PRP$ | VBD = -9.81793
VB | VBD = -4.67207
JJ | VBD = -4.55928
MD | VBD = -4.28897
VBG | VBD = -4.1423
RBR | VBD = -6.89389
: | VBD = -5.20339
WP | VBD = -4.7131
WDT | VBD = -4.57938
JJR | VBD = -6.46959
PDT | VBD = -9.42382
RBS | VBD = -8.71512
WRB | VBD = -5.14464
JJS | VBD = -7.4037
$ | VBD = -5.54181
RP | VBD = -5.82898
FW | VBD = -8.49899
EX | VBD = -6.28193
SYM | VBD = -9.73875
# | VBD = -8.79462
LS | VBD = -9.29563
UH | VBD = -8.96943
WP$ | VBD = -9.74594
IN | RB = -1.3548
DT | RB = -4.27605
NNP | RB = -4.96821
CD | RB = -2.45271
NN | RB = -2.56478
`` | RB = -5.04507
'' | RB = -5.55314
POS | RB = -9.6044
( | RB = -5.79553
VBN | RB = -4.73997
NNS | RB = -2.43773
VBP | RB = -6.35244
, | RB = -3.32242
CC | RB = -2.83392
) | RB = -5.83578
VBD | RB = -5.79644
RB | RB = -1.95859
TO | RB = -2.53751
. | RB = -6.72379
VBZ | RB = -6.55776
NNPS | RB = -7.25309
PRP | RB = -5.72309
PRP$ | RB = -7.16013
VB | RB = -8.96364
JJ | RB = -3.8816
MD | RB = -5.79601
VBG | RB = -4.0466
RBR | RB = -3.53205
: | RB = -5.21794
WP | RB = -6.92013
WDT | RB = -7.50252
JJR | RB = -4.30038
PDT | RB = -7.40947
RBS | RB = -5.93163
WRB | RB = -5.95297
JJS | RB = -5.07942
$ | RB = -4.45307
RP | RB = -5.95979
FW | RB = -8.3854
EX | RB = -8.60357
SYM | RB = -9.26967
# | RB = -8.63998
LS | RB = -9.2219
UH | RB = -8.89015
WP$ | RB = -8.58294
IN | TO = -5.84412
DT | TO = -7.00823
NNP | TO = -3.40721
CD | TO = -4.86758
NN | TO = -2.03271
`` | TO = -6.03784
'' | TO = -7.67104
POS | TO = -11.1958
( | TO = -7.25927
VBN | TO = -8.49838
NNS | TO = -2.40323
VBP | TO = -6.40171
, | TO = -5.68536
CC | TO = -5.12514
) | TO = -7.25522
VBD | TO = -6.02559
RB | TO = -3.94384
TO | TO = -6.09943
. | TO = -8.47693
VBZ | TO = -5.49729
NNPS | TO = -5.74668
PRP | TO = -5.46948
PRP$ | TO = -11.6733
VB | TO = -0.44862
JJ | TO = -7.55111
MD | TO = -5.62294
VBG | TO = -4.80453
RBR | TO = -6.69919
: | TO = -6.58081
WP | TO = -7.77991
WDT | TO = -5.69439
JJR | TO = -8.2477
PDT | TO = -9.77588
RBS | TO = -11.0206
WRB | TO = -9.43526
JJS | TO = -8.00869
$ | TO = -3.7453
RP | TO = -8.86856
FW | TO = -8.39595
EX | TO = -8.79886
SYM | TO = -10.1785
# | TO = -7.84963
LS | TO = -10.2204
UH | TO = -9.72581
WP$ | TO = -11.062
IN | . = -3.52422
DT | . = -3.66392
NNP | . = -3.43662
CD | . = -3.86471
NN | . = -3.48013
`` | . = -3.75177
'' | . = -3.74266
POS | . = -3.8828
( | . = -4.01584
VBN | . = -3.61412
NNS | . = -3.65635
VBP | . = -3.69363
, | . = -3.54633
CC | . = -3.69044
) | . = -4.02658
VBD | . = -3.5944
RB | . = -3.75534
TO | . = -3.72481
. | . = -3.5638
VBZ | . = -3.5923
NNPS | . = -3.79641
PRP | . = -3.75572
PRP$ | . = -3.99654
VB | . = -4.24272
JJ | . = -3.60013
MD | . = -3.67431
VBG | . = -3.69358
RBR | . = -4.11085
: | . = -3.82503
WP | . = -3.91387
WDT | . = -3.84785
JJR | . = -3.91522
PDT | . = -4.13588
RBS | . = -4.29672
WRB | . = -3.99037
JJS | . = -3.98201
$ | . = -3.85284
RP | . = -4.08313
FW | . = -4.09467
EX | . = -4.04933
SYM | . = -4.27858
# | . = -4.18607
LS | . = -4.25762
UH | . = -4.22889
WP$ | . = -4.15955
IN | VBZ = -2.5304
DT | VBZ = -4.28198
NNP | VBZ = -2.51213
CD | VBZ = -7.04741
NN | VBZ = -1.94562
`` | VBZ = -3.5898
'' | VBZ = -3.42812
POS | VBZ = -7.917
( | VBZ = -7.69689
VBN | VBZ = -2.99359
NNS | VBZ = -3.67748
VBP | VBZ = -4.88803
, | VBZ = -2.32796
CC | VBZ = -3.34267
) | VBZ = -7.76117
VBD | VBZ = -5.16852
RB | VBZ = -2.94124
TO | VBZ = -3.7001
. | VBZ = -1.92304
VBZ | VBZ = -4.22559
NNPS | VBZ = -6.16848
PRP | VBZ = -3.05576
PRP$ | VBZ = -7.99124
VB | VBZ = -5.12551
JJ | VBZ = -3.72356
MD | VBZ = -4.77896
VBG | VBZ = -3.75071
RBR | VBZ = -7.62766
: | VBZ = -4.94868
WP | VBZ = -4.70276
WDT | VBZ = -4.07034
JJR | VBZ = -7.00429
PDT | VBZ = -8.92132
RBS | VBZ = -8.71671
WRB | VBZ = -5.48558
JJS | VBZ = -7.45431
$ | VBZ = -6.23446
RP | VBZ = -6.17119
FW | VBZ = -8.43476
EX | VBZ = -5.39033
SYM | VBZ = -9.64464
# | VBZ = -8.96121
LS | VBZ = -9.06354
UH | VBZ = -8.94439
WP$ | VBZ = -9.35352
IN | NNPS = -3.03898
DT | NNPS = -2.12225
NNP | NNPS = -0.759162
CD | NNPS = -4.66162
NN | NNPS = -2.50945
`` | NNPS = -5.2984
'' | NNPS = -5.4231
POS | NNPS = -3.29856
( | NNPS = -6.5219
VBN | NNPS = -6.27625
NNS | NNPS = -7.02679
VBP | NNPS = -6.47571
, | NNPS = -2.12417
CC | NNPS = -3.40841
) | NNPS = -6.57488
VBD | NNPS = -4.74083
RB | NNPS = -5.85218
TO | NNPS = -6.60755
. | NNPS = -5.09238
VBZ | NNPS = -4.52441
NNPS | NNPS = -5.72846
PRP | NNPS = -8.2231
PRP$ | NNPS = -6.76498
VB | NNPS = -19.9376
JJ | NNPS = -3.77589
MD | NNPS = -6.10778
VBG | NNPS = -6.00884
RBR | NNPS = -10.5646
: | NNPS = -5.92994
WP | NNPS = -10.3298
WDT | NNPS = -8.06806
JJR | NNPS = -8.01744
PDT | NNPS = -9.06256
RBS | NNPS = -12.2792
WRB | NNPS = -12.6453
JJS | NNPS = -8.15021
$ | NNPS = -6.85994
RP | NNPS = -15.1664
FW | NNPS = -8.38886
EX | NNPS = -10.8996
SYM | NNPS = -11.9837
# | NNPS = -11.2979
LS | NNPS = -12.3243
UH | NNPS = -11.7587
WP$ | NNPS = -9.67933
IN | PRP = -1.73934
DT | PRP = -2.75021
NNP | PRP = -2.63311
CD | PRP = -3.42655
NN | PRP = -2.34534
`` | PRP = -3.96513
'' | PRP = -4.00263
POS | PRP = -5.21662
( | PRP = -5.08148
VBN | PRP = -3.83365
NNS | PRP = -3.86881
VBP | PRP = -4.98239
, | PRP = -2.19114
CC | PRP = -2.61969
) | PRP = -5.12269
VBD | PRP = -4.25959
RB | PRP = -3.0888
TO | PRP = -3.40503
. | PRP = -4.02036
VBZ | PRP = -4.42145
NNPS | PRP = -5.30656
PRP | PRP = -5.07308
PRP$ | PRP = -5.38316
VB | PRP = -10.5783
JJ | PRP = -2.98108
MD | PRP = -4.68623
VBG | PRP = -3.97468
RBR | PRP = -5.4866
: | PRP = -4.37076
WP | PRP = -6.16144
WDT | PRP = -5.831
JJR | PRP = -4.79141
PDT | PRP = -6.43089
RBS | PRP = -6.66059
WRB | PRP = -6.42996
JJS | PRP = -5.23227
$ | PRP = -4.79811
RP | PRP = -7.34696
FW | PRP = -6.63013
EX | PRP = -6.99728
SYM | PRP = -8.04802
# | PRP = -7.72584
LS | PRP = -8.04914
UH | PRP = -7.77601
WP$ | PRP = -6.98538
IN | PRP$ = -3.97876
DT | PRP$ = -3.91365
NNP | PRP$ = -3.82812
CD | PRP$ = -3.97024
NN | PRP$ = -4.01142
`` | PRP$ = -3.91189
'' | PRP$ = -3.86785
POS | PRP$ = -3.63552
( | PRP$ = -3.8148
VBN | PRP$ = -3.92818
NNS | PRP$ = -4.03347
VBP | PRP$ = -3.87217
, | PRP$ = -3.92688
CC | PRP$ = -3.99326
) | PRP$ = -3.81719
VBD | PRP$ = -3.73663
RB | PRP$ = -4.06453
TO | PRP$ = -3.94871
. | PRP$ = -3.7896
VBZ | PRP$ = -3.77628
NNPS | PRP$ = -3.76085
PRP | PRP$ = -3.92229
PRP$ | PRP$ = -3.88494
VB | PRP$ = -3.88698
JJ | PRP$ = -3.97436
MD | PRP$ = -3.82414
VBG | PRP$ = -3.99739
RBR | PRP$ = -3.90849
: | PRP$ = -3.89896
WP | PRP$ = -3.83303
WDT | PRP$ = -3.86488
JJR | PRP$ = -3.89275
PDT | PRP$ = -3.80941
RBS | PRP$ = -3.83267
WRB | PRP$ = -3.8158
JJS | PRP$ = -3.90004
$ | PRP$ = -3.86793
RP | PRP$ = -3.82451
FW | PRP$ = -3.74595
EX | PRP$ = -3.83014
SYM | PRP$ = -3.71816
# | PRP$ = -3.74153
LS | PRP$ = -3.73521
UH | PRP$ = -3.7347
WP$ | PRP$ = -3.73807
IN | VB = -1.54526
DT | VB = -4.88918
NNP | VB = -3.59757
CD | VB = -6.16534
NN | VB = -1.5097
`` | VB = -5.0725
'' | VB = -5.34397
POS | VB = -11.0494
( | VB = -9.27637
VBN | VB = -3.05223
NNS | VB = -1.97172
VBP | VB = -5.21157
, | VB = -3.52846
CC | VB = -4.00506
) | VB = -9.36658
VBD | VB = -5.03451
RB | VB = -2.8508
TO | VB = -2.64519
. | VB = -4.62812
VBZ | VB = -4.89536
NNPS | VB = -7.56195
PRP | VB = -4.088
PRP$ | VB = -8.88192
VB | VB = -4.79674
JJ | VB = -3.53071
MD | VB = -4.87697
VBG | VB = -3.55707
RBR | VB = -6.25579
: | VB = -6.01374
WP | VB = -5.87074
WDT | VB = -6.38761
JJR | VB = -6.12524
PDT | VB = -9.79642
RBS | VB = -9.18929
WRB | VB = -5.01433
JJS | VB = -7.14531
$ | VB = -5.43504
RP | VB = -4.52521
FW | VB = -10.3677
EX | VB = -8.01642
SYM | VB = -11.2772
# | VB = -10.036
LS | VB = -10.7527
UH | VB = -10.5504
WP$ | VB = -10.6903
IN | JJ = -1.53436
DT | JJ = -2.62922
NNP | JJ = -4.8521
CD | JJ = -3.7128
NN | JJ = -3.25478
`` | JJ = -3.95323
'' | JJ = -3.97741
POS | JJ = -7.04561
( | JJ = -5.53975
VBN | JJ = -4.71309
NNS | JJ = -5.02324
VBP | JJ = -7.49285
, | JJ = -2.90899
CC | JJ = -2.35471
) | JJ = -5.58785
VBD | JJ = -6.91853
RB | JJ = -1.79425
TO | JJ = -2.16834
. | JJ = -5.84496
VBZ | JJ = -6.80598
NNPS | JJ = -7.6658
PRP | JJ = -5.72841
PRP$ | JJ = -5.78433
VB | JJ = -9.68908
JJ | JJ = -3.94468
MD | JJ = -6.65448
VBG | JJ = -4.76788
RBR | JJ = -3.28029
: | JJ = -4.64478
WP | JJ = -6.19834
WDT | JJ = -6.91916
JJR | JJ = -4.88904
PDT | JJ = -6.37976
RBS | JJ = -3.96883
WRB | JJ = -4.95622
JJS | JJ = -5.31638
$ | JJ = -4.9782
RP | JJ = -5.08633
FW | JJ = -7.44781
EX | JJ = -6.90982
SYM | JJ = -7.9191
# | JJ = -8.03621
LS | JJ = -7.82014
UH | JJ = -7.67739
WP$ | JJ = -7.31161
IN | MD = -3.30982
DT | MD = -7.65437
NNP | MD = -3.03095
CD | MD = -7.29517
NN | MD = -2.34183
`` | MD = -4.23542
'' | MD = -4.40417
POS | MD = -12.315
( | MD = -7.4396
VBN | MD = -5.45865
NNS | MD = -2.70705
VBP | MD = -6.5694
, | MD = -2.43001
CC | MD = -3.55915
) | MD = -7.42067
VBD | MD = -5.90316
RB | MD = -2.36902
TO | MD = -4.34929
. | MD = -2.32614
VBZ | MD = -5.56293
NNPS | MD = -6.44362
